Concept Id,Name,Description,Synonyms,Answers,Set Members,Class,Datatype,Changed By,Creator
3992,"Traitements ne sont pas nécessaires","","Traitements ne sont pas nécessaires
Treatment not required","","","State","N/A","Super User","Super User"
3993,"Oncology outcome","","Oncology outcome","Referred for palliative care
Tretman konplè
Perdu au suivi
Traitement arrêté
Malad transfere
Did not have cancer
Pasyan mouri","","Workflow","Coded","Super User","Super User"
3994,"Programme d'oncologie","","Programme d'oncologie
Oncology program","","","Program","N/A","Super User","Super User"
3995,"Curative treatment intent","","Curative treatment intent
Radical treatment intent","","","Misc","N/A","Super User","Super User"
3996,"Palliative treatment intent","","Palliative treatment intent","","","Misc","N/A","Super User","Super User"
3997,"Oncology treatment status","","Oncology treatment status","Curative treatment intent
Palliative treatment intent","","Workflow","Coded","Super User","Super User"
3998,"Active therapy","","Active therapy","","","State","N/A","Super User","Super User"
3999,"Active surveillance","","Active surveillance","","","State","N/A","Super User","Super User"
4000,"Progress status","","Progress status","Active therapy
Lòt
Suivi
Palliative care only
Active surveillance","","Workflow","Coded","Super User","Super User"
4001,"Oncology program workflow set","","Oncology program workflow set","","Programme d'oncologie
Oncology outcome
Progress status
Oncology treatment status","ConvSet","N/A","Super User","Super User"
4002,"Patient Health Questionnaire Nine Item score","","Patient Health Questionnaire Nine Item score
PHQ-9
PHQ-9 Depression Score","","","Question","Numeric","Super User","Super User"
4003,"FLUPHÉNAZINE","","FLUPHÉNAZINE
Fluphenazine
Prolixin
FLZ","","","Drug","N/A","Super User","Super User"
4004,"Imipramine","","IMP
Imipramine
Tofranil","","","Drug","N/A","Super User","Super User"
4005,"CHLORPROMAZINE","","Chlorpromazine
Largactil
Thorazine
CHLORPROMAZINE","","","Drug","N/A","Super User","Super User"
4006,"Panic disorder","","Panic disorder","","","Diagnosis","N/A","Super User","Super User"
4007,"Pulmonaire decubitus lateral ghe, 1 vue (radiographie)","","X-ray of left chest lateral-decubitus, 1 view
Chest left lateral-decubitus, 1 view (X-ray)
Pulmonaire decubitus lateral ghe, 1 vue (radiographie)
X-ray of left chest lateral-decubitus, one view","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4008,"Genou gauche defile rotulien, 3 vues (radiographie)","","Left knee 3 views including sunrise (X-ray)
Genou gauche defile rotulien, 3 vues (radiographie)
X-ray of left knee and sunrise, three views
X-ray of left knee and sunrise, 3 views","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4009,"Pulmonaire PA/Lateral + decubitus lateral D et G, 4 vues (radiographie)","","X-ray of chest PA/lateral + right and left lateral-decubitus, four views
Pulmonaire PA/Lateral + decubitus lateral D et G, 4 vues (radiographie)
X-ray of chest PA/lateral + right and left lateral-decubitus, 4 views
Chest PA/Lateral + right and left lateral-decubitus, 4 views (X-ray)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4010,"Rachis lombaire obliques Dte et Ghe, 2 vues (radiographie)","","Rachis lombaire obliques Dte et Ghe, 2 vues (radiographie)
X-ray of right and left oblique lumbar spine, two views
X-ray of right and left oblique lumbar spine, 2 views
Right and left oblique lumbar spine, 2 views (X-ray)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4011,"Rachis thoracique debout, 2 vues (radiographie)","","Rachis thoracique debout, 2 vues (radiographie)
X-ray of thoracic spine standing, 2 views
X-ray of thoracic spine, two standing views
X-ray of thoracic spine, 2 standing views
Thoracic spine standing, 2 views (X-ray)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4012,"Genou droit AP/lat + oblique, 3 vues (radiographie)","","Genou droit AP/lat + oblique, 3 vues (radiographie)
Right knee AP/lat + oblique, 3 views (X-ray)
X-ray of right knee AP/lat + oblique, 3 views
X-ray of right knee AP/lat + oblique, three views","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4013,"Mandibule, 3 vues (radiographie)","","X-ray of mandible, 3 views
X-ray of mandible, three views
Mandibule, 3 vues (radiographie)
Mandible, 3 views (X-ray)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4014,"Mastoïdes, 3 vues (radiographie)","","X-ray of mastoid, 3 views
Mastoïdes, 3 vues (radiographie)
X-ray of mastoid, three views
Mastoid, 3 views (X-ray)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4015,"Rachis thoracique obliques dte et ghe, 2 vues (radiographie)","","Rachis thoracique obliques dte et ghe, 2 vues (radiographie)
X-ray of right and left oblique thoracic spine, 2 views
X-ray of right and left oblique thoracic spine, two views
Right and left oblique thoracic spine, 2 views (X-ray)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4016,"Selles turciques, 2 vues (radiographie)","","X-ray of sella turcica, two views
X-ray of sella turcica, 2 views
Selles turciques, 2 vues (radiographie)
Sella turcica, 2 views (X-ray)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4017,"Sternum, 2 à 3 vues (radiographie)","","Sternum, 2 à 3 vues (radiographie)
Sternum, 2 to 3 views (X-ray)
X-ray of sternum, 2 to 3 views
X-ray of sternum, two to three views","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4018,"Genoux tunnel droit et gauche, 2 vues (radiographie)","","Genoux tunnel droit et gauche, 2 vues (radiographie)
X-ray of both knees two views with tunnel view
X-ray of bilateral knees and tunnel, 2 views
Bilateral knees and tunnel, 2 views (X-ray)
X-ray of both knees 2 views with tunnel view","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4019,"Bassin AP + frog legs, 2 vues (radiographie)","","X-ray of Pelvis AP and bilateral frog-leg view of hips, 2 views
Bassin AP + frog legs, 2 vues (radiographie)
Pelvis AP and bilateral frog-leg views of hips, 2 views (X-ray)
X-ray of pelvis and both hips, AP and lateral frog views","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4020,"Rachis cervical obliques dte et ghe, 2 vues (radiographie)","","X-ray of cervical spine obliques, two views
Rachis cervical obliques dte et ghe, 2 vues (radiographie)
X-ray of cervical spine obliques, 2 views
Cervical spine obliques, 2 views (X-ray)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4021,"Pulmonaire decubitus lateral dt, 1 vue (radiographie)","","Pulmonaire decubitus lateral dt, 1 vue (radiographie)
X-ray of right chest lateral-decubitus, one view
X-ray of right chest lateral-decubitus, 1 view
Chest right lateral-decubitus, 1 view (X-ray)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4022,"Abdomen (ASP) couché et debout, 2 vues (radiographie)","","Abdomen supine and upright, 2 views (X-ray)
X-ray of abdomen supine and upright, 2 views
X-ray of abdomen supine and upright, two views
Abdomen (ASP) couché et debout, 2 vues (radiographie)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4023,"Rachis lombaire debout, 2 vues (radiographie)","","Standing lumbar spine, 2 views (X-ray)
Rachis lombaire debout, 2 vues (radiographie)
X-ray of lumbar spine, two standing views
X-ray of standing lumbar spine, 2 views","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4024,"Genou gauche AP/lat + tunnel, 3 vues (radiographie)","","Left knee AP/lat and tunnel view, 3 views (X-ray)
X-ray of left knee AP/lat and tunnel view, 3 views
X-ray of left knee AP/lat and tunnel view, three views
Genou gauche AP/lat + tunnel, 3 vues (radiographie)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4025,"Genou droit AP/lat + tunnel, 3 vues (radiographie)","","Right knee AP/lat and tunnel, 3 views (X-ray)
X-ray of right knee AP/lat and tunnel, 3 views
X-ray of right knee AP/lat and tunnel, three views
Genou droit AP/lat + tunnel, 3 vues (radiographie)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4026,"Rachis cervical AP/lat et obliques, 4 vues (radiographie)","","X-ray of cervical spine AP/lateral and oblique, four views
Rachis cervical AP/lat et obliques, 4 vues (radiographie)
Cervical spine AP/lateral and oblique, 4 views (X-ray)
X-ray of cervical spine AP/lateral and oblique, 4 views","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4027,"Omoplate ghe, 2 vues (radiographie)","","X-ray of left scapula, 2 views
Omoplate ghe, 2 vues (radiographie)
X-ray of left scapula, two views
Left scapula, 2 views (X-ray)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4028,"Bassin AP + hanche ghe laterale, 2 vues (radiographie)","","Pelvis and left hip, AP and crosstable lateral views (X-ray)
Bassin AP + hanche ghe laterale, 2 vues (radiographie)
X-ray of pelvis and left hip, AP and crosstable lateral views","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4029,"Rachis lombo-sacré, 2 à 3 vues (radiographie)","","Rachis lombo-sacré, 2 à 3 vues (radiographie)
X-ray of lumbosacral spine, two to three views
Lumbar and sacral spine, 2 to 3 views (X-ray)
X-ray of lumbosacral spine, 2 to 3 views","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4030,"Épaule ghe incidence de Lamy (vue en Y), 1 vue (radiographie)","","Shoulder - left Y, 1 view (X-ray)
X-ray of Lamy left shoulder (Y), 1 view
X-ray of left shoulder, Y view, 1 view
X-ray of left shoulder, Y view, one view
Épaule ghe incidence de Lamy (vue en Y), 1 vue (radiographie)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4031,"Bassin AP frog legs,1 vue (radiographie)","","X-ray of AP Pelvis frog legs, one view
AP Pelvis with frog-leg positioning, 1 view (X-ray)
Bassin AP frog legs,1 vue (radiographie)
X-ray of AP Pelvis frog legs, 1 view","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4032,"Rachis lombaire dynamique (flexion et extension), 2 vues (radiographie)","","Rachis lombaire dynamique (flexion et extension), 2 vues (radiographie)
X-ray of lumbar spine, flexion and extension, 2 views
X-ray of lumbar spine, flexion and extension, two views
Lumbar spine, flexion and extension, 2 views (X-ray)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4033,"Bassin AP + hanche dte laterale, 2 vues (radiographie)","","Pelvis and right hip, AP and crosstable lateral views (X-ray)
Bassin AP + hanche dte laterale, 2 vues (radiographie)
X-ray of pelvis and right hip, AP and crosstable lateral views","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4034,"Rachis thoracique AP/Lat + obliques Dte et Ghe, 4 vues (radiographie)","","Rachis thoracique AP/Lat + obliques Dte et Ghe, 4 vues (radiographie)
X-ray of thoracic spine AP/Lat + right and left obliques, four views
Thoracic spine AP/Lat + right and left obliques, 4 views (X-ray)
X-ray of thoracic spine AP/Lat + right and left obliques, 4 views","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4035,"Rachis lombaire AP/lat +obliques Dte et Ghe, 4 vues (radiographie)","","X-ray of lumbar spine AP/lat + right and left obliques, four views
Rachis lombaire AP/lat +obliques Dte et Ghe, 4 vues (radiographie)
X-ray of lumbar spine AP/lat + right and left obliques, 4 views
Lumbar spine AP/lat + right and left obliques, 4 views (X-ray)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4036,"Rachis thoraco-lombaire, 4 vues (radiographie)","","X-ray of thoracic-lumbar spine, 4 views
X-ray of thoracic-lumbar spine, four views
Rachis thoraco-lombaire, 4 vues (radiographie)
Thoracic-lumbar spine, 4 views (X-ray)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4037,"Rachis cervical dynamiques (flexion et extension), 2 vues (radiographie)","","Cervical spine, flexion and extension, 2 views (X-ray)
X-ray of cervical spine, flexion and extension, 2 views
X-ray of cervical spine, flexion and extension, two views
Rachis cervical dynamiques (flexion et extension), 2 vues (radiographie)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4038,"Abdomen (ASP) debout, 1 vue (radiographie)","","X-ray of upright abdomen, 1 view
Abdomen (ASP) debout, 1 vue (radiographie)
X-ray of upright abdomen, one view
Abdomen upright, 1 view (X-ray)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4039,"Genou gauche AP/lat + oblique, 3 vues (radiographie)","","X-ray of left knee AP/lat + oblique, three views
Genou gauche AP/lat + oblique, 3 vues (radiographie)
X-ray of left knee AP/lat + oblique, 3 views
Left knee AP/lat + oblique, 3 views (X-ray)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4040,"Genou droit defile rotulien, 3 vues (radiographie)","","X-ray of right knee and sunrise, three views
X-ray of right knee and sunrise, 3 views
Genou droit defile rotulien, 3 vues (radiographie)
Right knee 3 views including sunrise (X-ray)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4041,"Omoplate dte, 2 vues (radiographie)","","Right scapula, 2 views (X-ray)
X-ray of right scapula, two views
Omoplate dte, 2 vues (radiographie)
X-ray of right scapula, 2 views","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4042,"Cholangiographie (radiographie)","","Cholangiogram
Cholangiographie (radiographie)","","","Procedure","N/A","Super User","Super User"
4043,"Épaule dte incidence de Lamy (vue en Y), 1 vue (radiographie)","","X-ray of Lamy right shoulder (Y), 1 view
X-ray of right shoulder, Y view, one view
X-ray of right shoulder, Y view, 1 view
Épaule dte incidence de Lamy (vue en Y), 1 vue (radiographie)
Shoulder - right Y, 1 view (X-ray)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4044,"Hystérosalpingographie (HSG), 6 vues","","Hysterosalpingography (HSG), six views
Hystérosalpingographie (HSG), 6 vues
Hysterosalpingography (HSG), 6 views
Hysterosalpingography (HSG), 6 views (X-ray)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4045,"Urographie Intra-Veineuse (UIV), 6 à 8 vues (radiographie)","","Intravenous pyelogram (IVP), 6 to 8 views (X-ray)
X-ray of kidney with intravenous contrast, 6 to 8 views
Urographie Intra-Veineuse (UIV), 6 à 8 vues (radiographie)
X-ray of kidney with intravenous contrast, six to eight views","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4046,"Rachis Coccyx, 2 vues (radiographie)","","Rachis Coccyx, 2 vues (radiographie)
X-ray of coccyx, two views
X-ray of coccyx, 2 views
Coccyx, 2 views (X-ray)","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
4047,"Orbites , 2 à 4 vues (radiographie)","","Orbites , 2 à 4 vues (radiographie)
Orbit, 2 to 4 views (X-ray)
X-ray of orbit, 2 to 4 views
X-ray of orbit, two to four views","","","Radiology/Imaging Procedure","N/A","Super User","Super User"
